Model,Best Params,Accuracy,Specificity,Precision,Recall,F1,Precision_weighted,Recall_weighted,F1_weighted,Balanced_Accuracy,Confusion Matrix
KNN,"{'algorithm': 'auto', 'p': 1, 'weights': 'distance'}",0.9167406102888881,0.9307287901227635,0.21749127814779576,0.5309717382888115,0.3085836427044662,0.9553015260374835,0.9167406102888881,0.9330594114818365,0.7308502642057875,"[[132600, 9869], [2423, 2743]]"
