Model,Best Parameters,Accuracy,Specificity,Precision,Recall,F1,Precision_weighted,Recall_weighted,F1_weighted,Balanced_Accuracy,ROC_AUC,PR_AUC,Confusion Matrix
KNN,"{""algorithm"": ""auto"", ""n_neighbors"": 3, ""p"": 1, ""weights"": ""distance""}",0.9663020286517425,0.9811257185773747,0.5171485006284791,0.5574912891986062,0.5365626455519329,0.9675761468207159,0.9663020286517425,0.9669106882942793,0.7693085038879905,0.8119377999074977,0.4233464122366445,"[[139780, 2689], [2286, 2880]]"
