Model,Best Parameters,Accuracy,Specificity,Precision,Recall,F1,Precision_weighted,Recall_weighted,F1_weighted,Balanced_Accuracy,ROC_AUC,PR_AUC,Confusion Matrix
AdaBoost,"{""learning_rate"": 1.0, ""n_estimators"": 5000}",0.968733701358079,0.9949603071545389,0.6384692849949648,0.2454510259388308,0.354586129753915,0.9615229354480166,0.968733701358079,0.961955265863937,0.6202056665466849,0.8324283589352377,0.36495393812724364,"[[141751, 718], [3898, 1268]]"
