Model,Best Params,Accuracy,Specificity,Precision,Recall,F1,Precision_weighted,Recall_weighted,F1_weighted,Balanced_Accuracy,ROC_AUC,PR_AUC,Confusion Matrix
NaiveBayes,{'var_smoothing': 1e-06},0.04298438717106377,0.009251135334704392,0.03439618549860103,0.9732868757259001,0.06644421685552876,0.8747481800549846,0.04298438717106377,0.01999921459301645,0.4912690055303022,0.7104788330490148,0.1445178134911062,"[[1318, 141151], [138, 5028]]"
NaiveBayes,{'var_smoothing': 1e-09},0.8650320046059539,0.8790403526381178,0.12549477316553334,0.47870692992644215,0.1988581537471856,0.94908543537727,0.8650320046059539,0.900853896008577,0.67887364128228,0.7712268685237301,0.10700035332025594,"[[125236, 17233], [2693, 2473]]"
