Model,Best Parameters,Accuracy,Specificity,Precision,Recall,F1,Precision_weighted,Recall_weighted,F1_weighted,Balanced_Accuracy,ROC_AUC,PR_AUC,Confusion Matrix
NaiveBayes,"{""var_smoothing"": 1e-06}",0.7619195990110746,0.7689813222525602,0.08174538961582457,0.5671699574138599,0.14289546197176228,0.9485671607473177,0.7619195990110746,0.8366058601834722,0.66807563983321,0.7608402992991579,0.19440979041594658,"[[109556, 32913], [2236, 2930]]"
NaiveBayes,"{""var_smoothing"": 1e-05}",0.8057168015714431,0.8158195818037608,0.09401650381521251,0.5271002710027101,0.15957103929209762,0.9484322861483021,0.8057168015714431,0.8645981365780548,0.6714599264032355,0.7660442922064234,0.22060136149290008,"[[116229, 26240], [2443, 2723]]"
NaiveBayes,"{""var_smoothing"": 1e-05}",0.8057168015714431,0.8158195818037608,0.09401650381521251,0.5271002710027101,0.15957103929209762,0.9484322861483021,0.8057168015714431,0.8645981365780548,0.6714599264032355,0.7660442922064234,0.22060136149290008,"[[116229, 26240], [2443, 2723]]"
NaiveBayes,"{""var_smoothing"": 1e-05}",0.8057168015714431,0.8158195818037608,0.09401650381521251,0.5271002710027101,0.15957103929209762,0.9484322861483021,0.8057168015714431,0.8645981365780548,0.6714599264032355,0.7660442922064234,0.22060136149290008,"[[116229, 26240], [2443, 2723]]"
